gene_name	entrez_id
SLC45A2_SNP	51151
SACS_SNP	26278
DOCK4_SNP	9732
ACAD10_SNP	80724
TUSC2_SNP	11334
NEFM_SNP	4741
ARHGAP23_SNP	57636
LIPC_SNP	3990
OR51F2_SNP	119694
PCLO_SNP	27445
OR1M1_SNP	125963
OR52E8_SNP	390079
MYT1L_SNP	23040
FAM169A_SNP	26049
OPRM1_SNP	4988
ATP1A3_SNP	478
PRAMEF11_SNP	440560
FNDC3B_SNP	64778
LRRC1_SNP	55227
SIRPB1_SNP	10326
MUC4_SNP	4585
OR2T8_SNP	343172
OR9A2_SNP	135924
OR52E4_SNP	390081
NEURL1_SNP	9148
GDPD5_SNP	81544
RSPH6A_SNP	81492
EPHA7_SNP	2045
SYT9_SNP	143425
GMPR2_SNP	51292
CRISP2_SNP	7180
SIPA1L3_SNP	23094
KMT2B_SNP	9757
PER2_SNP	8864
ARHGDIB_SNP	397
CHRM3_SNP	1131
APLNR_SNP	187
KPNA7_SNP	402569
CATSPERB_SNP	79820
POTEH_SNP	23784
FAT3_SNP	120114
LRFN3_SNP	79414
DNAH7_SNP	56171
OR7G1_SNP	125962
COL22A1_SNP	169044
MYH2_SNP	4620
OR2A25_SNP	392138
CAT_SNP	847
COL21A1_SNP	81578
COL28A1_SNP	340267
PAEP_SNP	5047
AVL9_SNP	23080
CMKLR1_SNP	1240
IMPG1_SNP	3617
THEMIS_SNP	387357
PRKG2_SNP	5593
RRS1_SNP	23212
GCDH_SNP	2639
CCL25_SNP	6370
ROBO4_SNP	54538
ARHGAP6_SNP	395
LEP_SNP	3952
ZNF556_SNP	80032
ARHGAP28_SNP	79822
BTC_SNP	685
MXRA5_SNP	25878
ADAM2_SNP	2515
CCDC103_SNP	388389
CNTNAP5_SNP	129684
CSMD3_SNP	114788
CCDC127_SNP	133957
RANBP2_SNP	5903
ZYG11B_SNP	79699
TENM4_SNP	26011
ATG2B_SNP	55102
CD1E_SNP	913
HELZ2_SNP	85441
MARCO_SNP	8685
LRIT2_SNP	340745
COL5A1_SNP	1289
MGAM_SNP	8972
EDNRA_SNP	1909
PKHD1L1_SNP	93035
OR51E2_SNP	81285
KIAA1217_SNP	56243
TBCE_SNP	6905
OR11H12_SNP	440153
LRRC7_SNP	57554
IL2_SNP	3558
CHKA_SNP	1119
APBA2_SNP	321
SLCO2B1_SNP	11309
LSM6_SNP	11157
OR8B8_SNP	26493
UGT3A1_SNP	133688
ARAP2_SNP	116984
TNFSF10_SNP	8743
ARHGEF15_SNP	22899
TMF1_SNP	7110
NLGN2_SNP	57555
USP29_SNP	57663
GJB4_SNP	127534
LCA5L_SNP	150082
UGT2A3_SNP	79799
DHRS7C_SNP	201140
ABCG2_SNP	9429
TECTA_SNP	7007
TRPC4_SNP	7223
MYZAP_SNP	100820829
AIFM3_SNP	150209
BPIFC_SNP	254240
RAB4A_SNP	5867
FITM1_SNP	161247
DISC1_SNP	27185
NRXN2_SNP	9379
GPR158_SNP	57512
APBA3_SNP	9546
MYO18B_SNP	84700
HELQ_SNP	113510
WDR87_SNP	83889
PHRF1_SNP	57661
RNF17_SNP	56163
ABCA2_SNP	20
PTCHD3_SNP	374308
FAM184B_SNP	27146
SCN2B_SNP	6327
OTOF_SNP	9381
IGSF22_SNP	283284
OR11H1_SNP	81061
HSD11B1_SNP	3290
SLC9C2_SNP	284525
CDH10_SNP	1008
F13B_SNP	2165
SI_SNP	6476
PRRC2C_SNP	23215
MYO7A_SNP	4647
CD83_SNP	9308
TRIM66_SNP	9866
MTUS2_SNP	23281
DDO_SNP	8528
CST11_SNP	140880
RPL3_SNP	6122
STOX2_SNP	56977
LRP1_SNP	4035
GABRA1_SNP	2554
DNAH10_SNP	196385
L2HGDH_SNP	79944
DPPA2_SNP	151871
PCDHB1_SNP	29930
SLC1A5_SNP	6510
COL4A6_SNP	1288
CFHR1_SNP	3078
ZNF607_SNP	84775
GCFC2_SNP	6936
FLNB_SNP	2317
POTEI_SNP	653269
PCDHGA1_SNP	56114
PCDHGA2_SNP	56113
SUGP1_SNP	57794
RAB27B_SNP	5874
COL12A1_SNP	1303
LTBP2_SNP	4053
CHRNA2_SNP	1135
ZDHHC15_SNP	158866
ALOX15B_SNP	247
RTL1_SNP	388015
GALNT8_SNP	26290
THBS1_SNP	7057
KCNJ12_SNP	3768
NEK8_SNP	284086
EEPD1_SNP	80820
SLC39A6_SNP	25800
SCIMP_SNP	388325
GADD45A_SNP	1647
MRAP_SNP	56246
SPPL2C_SNP	162540
SSX2IP_SNP	117178
CDH9_SNP	1007
COL6A6_SNP	131873
NLRP11_SNP	204801
MYO9A_SNP	4649
CACNA1H_SNP	8912
KRTAP12.2_SNP	NA
OXGR1_SNP	27199
ADAM18_SNP	8749
BCHE_SNP	590
NFKBIE_SNP	4794
TBC1D1_SNP	23216
SLIT3_SNP	6586
LY9_SNP	4063
NOP2_SNP	4839
KRT28_SNP	162605
MRC2_SNP	9902
TMEM132E_SNP	124842
SCN9A_SNP	6335
MBL2_SNP	4153
LPA_SNP	4018
CNDP1_SNP	84735
GZF1_SNP	64412
MFSD9_SNP	84804
OXR1_SNP	55074
SLC7A7_SNP	9056
ZNF578_SNP	147660
SEMA6C_SNP	10500
GABBR1_SNP	2550
WDR17_SNP	116966
WIPF3_SNP	644150
PDZRN3_SNP	23024
DYTN_SNP	391475
ITK_SNP	3702
FBRS_SNP	64319
PLA2G4E_SNP	123745
FGF14_SNP	2259
HIPK4_SNP	147746
DSCAM_SNP	1826
SIGLEC10_SNP	89790
CCRL2_SNP	9034
ZMYM2_SNP	7750
ZNF729_SNP	100287226
ACOT6_SNP	641372
UBQLN3_SNP	50613
DAB1_SNP	1600
ADAMTS15_SNP	170689
RBM26_SNP	64062
MAST4_SNP	375449
LRRC72_SNP	100506049
ATP10B_SNP	23120
KDM6B_SNP	23135
CD276_SNP	80381
COBL_SNP	23242
COL16A1_SNP	1307
CDH8_SNP	1006
SCN5A_SNP	6331
EFEMP2_SNP	30008
MEGF10_SNP	84466
EFR3B_SNP	22979
GJB2_SNP	2706
NUP210L_SNP	91181
TOPORS_SNP	10210
IGSF1_SNP	3547
CAPSL_SNP	133690
SAMD3_SNP	154075
HHLA1_SNP	10086
REV1_SNP	51455
ORAI3_SNP	93129
PPP2R2B_SNP	5521
FLT3_SNP	2322
CYP2A6_SNP	1548
GSR_SNP	2936
SH3TC1_SNP	54436
SEMA3G_SNP	56920
PCDHGB3_SNP	56102
TEX15_SNP	56154
MYOCD_SNP	93649
INA_SNP	9118
KCNK6_SNP	9424
ABHD4_SNP	63874
ROR1_SNP	4919
TNNI3_SNP	7137
ZFHX4_SNP	79776
UBQLNL_SNP	143630
TRPM8_SNP	79054
BNIPL_SNP	149428
CPT1B_SNP	1375
MTBP_SNP	27085
IL2RA_SNP	3559
PLEKHA7_SNP	144100
ZNF461_SNP	92283
DACT2_SNP	168002
USP42_SNP	84132
CYP4F11_SNP	57834
OTOGL_SNP	283310
SEL1L3_SNP	23231
SZT2_SNP	23334
SFMBT2_SNP	57713
DCAF4L1_SNP	285429
LOXHD1_SNP	125336
KCNK10_SNP	54207
MSL2_SNP	55167
SUSD4_SNP	55061
PCDHGA7_SNP	56108
SBDS_SNP	51119
S100A7_SNP	6278
