Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
Sample125,0.0346941988354633,0.0547678152638346,0.236799555429931,0.989685855711989,0,0,0.23246343121031,0.409270633804805,0.0430409816260631,0.0793328334745316,0.0406890254823368,0,0.0135258986660174,0.128940750218912,0.110638695501456,0.397169290197236,0,0,0.013124942822589,0,0,0,0,0.838515438065877,0.650727086323717,2.78414390824548
Sample126,0.00353266623419387,0.0170231434217064,0.0282270383687946,0.152325986554569,0,0.227624467342068,0.065737097933634,0.0776444142774727,0.00507851282302271,0,0.0259705062562026,0.0012234475941538,0.0312688024597643,0.0542236480641955,0.0943986612232247,0.409071857535227,0.0064523520221178,0,0.0337105916359521,0,0.00990164690653879,0.000492657143976067,0,0.805047592312333,0.695323353701757,1.24390749779681
Sample127,0,0.00280968230102837,0.0248798518102485,0.0431550657742864,0,0.340218346990531,0,0.0151372615857284,0.00163074643546774,0,0.0786849917081138,0.0246560016084853,0.0189037101582584,0.0673678305006342,0.00628682399768174,0.205402009929948,0,0.0246822098407263,0.0551802083996735,0.104228836470572,0,0.0064671323584697,0,0.546525554684884,0.841820667770585,1.01969070986985
Sample130,0.00344498184135357,0.00405622647376496,0.068364248684116,0.213763069881081,0,0.262652548008763,0.0197006488314393,0.0453022674215145,0,0,0.0138070230946265,0.0620319814207882,0.0222279035077397,0.111765078928616,0.0600296379259285,0.383235708839319,0,0,0.0107787772631748,0,0.00719209655884152,0.0136795211638205,0,0.656914412717366,0.779166526040272,1.30203171984489
Sample131,0.00182099211427951,0.00870144409651911,0,0.0456682337055738,0,0.200306802607898,0.0406343562354209,0,0,0,0.0783298744569495,0,0.119419918373148,0.204051439366518,0,0.674211399903219,0,0.0211462757990142,0.024020336388098,0,0.0149423893805464,0.00128948950012324,0,0.594532418142985,0.806504558227393,1.43454295192731
Sample132,0.0536610128200241,0.145087508970616,0.0945766386614571,0.184767303844825,0,0.398136799731715,0.00788868370960514,0.0948119690820641,0,0,0.00692220652895354,0.0248471993789924,0.0391356404244865,0.173983849032673,0.0564943260063962,0.522186327965152,0,0.0110759690083879,0.0565940084051845,0.00255595545523264,0,0.0100327173873761,0,0.85440119311061,0.6725599151578,1.88275811641314
Sample133,0,0.0321666110871616,0.0467441386552342,0.121014306606795,0,0.140676355151594,0.107422415181605,0.0612856963645879,0,0,0,0.0144619237158264,0.0313092777963442,0.114630652598925,0.05026166074529,0.3564679668164,0.00959845126309273,0.0179319887074653,0.0166421083066112,0.018858577846158,0.0231405090550173,0.0233163981146836,0,0.638285942042417,0.799196323491066,1.18592903801279
Sample134,0.0301796397465606,0.0898275437149874,0.0503123278303546,0.119127050846113,0,0.463499666739199,0.0612333978456261,0.0693863969672897,0,0.0341832647453855,0,0,0.0494777453198579,0.0179484129031941,0.0683802966907622,0.293700814615915,0.00758545502219596,0.0098066390505068,0.0267476508773774,0.0528151443880179,0,0.0275647180318274,0,0.815544605318821,0.694493903468527,1.47177616533517
Sample135,0.00384842465351017,0.0677070535446817,0.00407286067333327,0.0994252300225984,0,0.229895092361551,0.0643823843359005,0.00358887833252329,0,0.0139246140273103,0.041181076537312,0,0.0545674249058705,0.0612221910750791,0.0379199612073355,0.33194763921529,0.00179714103338818,0,0.0203395284525052,0,0.0115517609205799,0,0,0.664781134098446,0.780855933738593,1.04737126129877
Sample137,0.0560703346620111,0.0668133598273334,0.183781107181382,0.33091631928185,0,0.516762501257278,0.111154551424194,0.133956855692929,0.00593990887462743,0.0136346199605917,0,0.0257842257926499,0.00746829711363453,0.16514691086473,0.213654021837807,0.628025015143909,0,0,0,0.0147884489365244,0,0.0243465864050479,0,0.695873736848028,0.763305039275914,2.4982430642565
Sample13,0.0204071710435517,0,0.0136591392361576,0.0391753839728841,0,0.140599808701199,0.00619136675524713,0.0224190256379683,0,0,0.0135965180515577,0.0112115470991195,0.0377558269005694,0.129756164409595,0.017229299742469,0.21063878498023,0.00224798728210331,0.00465913504228822,0,0.0418974693821045,0.0506991670957626,0.00767583850719036,0,0.714625323412108,0.743865601198167,0.769819633839997
